0xC8F17f7dF662166eC48e592B42fF510558F8F57d,6251
0xf0d7efdf946d6F055552dbdf3b1311D2906F83c5,21
0x1D801204652E2d0aAcf1Ae6a49B0C9545B71Ae92,20
0x54bf50141236be1cC392097816daa446c4A6D360,54968
0xbFc8a799426b8E68eAc9C1D53CAE7177AE8E4bAd,20
0x48c0C9D9703580309a19AEA84ACdAA7Eef062B8F,16
0x86A8E0F2B09009f17f4dddab1cCde0a7e19Fa178,15
0x9936A47299a577DF7C33497b8FfC54bc84d8918B,15
0x722A677F36cCe8FFbB3025Bf0F7B2990cfe8cdA1,14
0x16290796F2cD9f3ee97D3DD6bddfe9557c6d9b67,2212
0x8eC7249A02eB0883C1B8cEf99d9BdA8989004eC1,1897
0xD6CB11FEbd1e6F074641D1c6da786ACddEF2B3f0,4974
0x8B877223BCBF178dF8f34Fe07511be46F7b76EB1,949
0xF7f79E33AD8C649E5Cc03A6ec587cB6386b5e00D,868
0x2b32edbc2D95817079c6B46d1EaFE32D99a0Ee67,24172
0x17bFD08B1DcAcb275548dF46723d6340dd367DC4,981
0xe901F057C9b2f4c8Ad8E4F9BcC75428ebCE2D3a1,781
0x140E6885f9962b7B775481F90123f60A335C83bA,768
0xA5dBB28f348E3b6D0a480F2C28df3Ce7Ee9408de,722
0x3102bd0E4AC54F5Dab34c8F7B4E1Df6209072412,687
0x8e68503696485fD215ABd42117C6BE9dc23537a8,656
0x46001e8b574C4630aA9a7b6F27E9Fc95C2eed9cd,549
0xE5C7D31024FB3A53eB63935Fd7f6b150Da2F4919,535
0x32E553225ea208F684f005DC19cB585253971B57,505
0xd56d62381736A82C77D9d2Dbc2695bE18Ab29A21,500
0x4a803859727E72d6d840F7a477B2eeA8Bf090D3b,383
0x0b7B9262ee9d9533C23B32CfE313c360767360C4,357
0xf93Dc02478d9813772aBe980DB6046230C160bDb,222
0x6553F122A314ecA98a8a8C8f8bC65bb6a6DE4a9e,206
0x50a4b3d1eDC84a44b5aeff8C66727137f8f886D9,195
0xf0a27ec9bb8AC28007cB474fC1ea0A9396fe6991,136
0xfC7B169C5af0C255BAB18406FB99aEe79e978124,100
0x0000001570BD7753dFCb42E1AD2E33D86eBA8870,24502
0xA7E30c13835cd896c4e5e4AeE9430EB2A23217a5,2616
0x61be1Ec88C8d68088c9b45c1261ff690Ff151750,3313
0xa87570fE2E80c785Bd89A26235bc6a9804ae5462,38
0x000D0674AA0c8aD7308Fa8a96507CE1b49028da4,37
0xA186A008E706D366679a53095f4332277d988649,1417
0x8f94C724c2508839a169c978CDBE9d0E7d79a06F,74
0x7b828B1A587CfE2a914d45C58aD3d523B181477B,123238
0xF1253Bb8EbeA1Ad3114fF61644D5322b508a4D27,4253
0xe8799Ec9944B1bB6F7dAd262FF65aB49c480480f,7176
0xD973ed94BaF543e666D9A68C06140500555E67e2,36
0xe3D0Ee0b223b33058fe3079d3748b0941509858A,17
0xfa7B7D0eC654F7fC411a8BE95f8Bd0dd7a69Eb1b,7185
0x8a53e3D5505549BaF6509F6d295016eeF0f92F1A,64
0xf765bE911fCbd1a929EdeE84f96E10f97d6F9b8B,64
0xfBb133350228cb19dD42e83b2A52335C69B2a322,37
0x7627124F853e1b6288d214b431dB0299D347C050,7266
0x0a8bC871B750B4A71db2Ec93f813763AAd8332cb,0
0xDdd54D4D71FF9AD625D8e90DC6DdEafEeB5632Ba,451
0x20B65d5c4E95F4B3e69541f1244E6D83Bb78C5f4,15
0x93cDEE6De80fC5E4dA1E5f98a09363595CBBA9FC,7176
0xf04C2Af9a695320937C9d030f76a80c368069a4C,32
0x71d413102785Da629336069536d63C9Dc2e6ef7B,81
0x1f23497E04cc829FA92161cb00A62f71E4E5eBa1,1429
0xD54534cB5395f2047a93c08A8E0414A9519A3f8B,26
0x1Dcef6cb25268fd1608d473adCa7d7e33918E380,173
0x58A0C896Ac8963243bbDD91519A37c1629F56F66,360
0xbA72ef3Dbe8D81ea2b8d79FAf09B59FF108E3fc4,2335
0xeb702F80Fce45faA7CfFaC4e17395d490862588E,5036
0x8B4d41bd7F40cb94b242F61A936fD6Ac2f573EbC,192
0xE395B87dB39D34E73571e2913702e743c47b6649,22
0x0864477A6014889883393316FE8c8e70664A18F3,447
0xB2117184C2281A55505BA5c4EC23b2C3EA49b598,26
0x0997be2b10355a36f21684Da5583FF583e784705,7142
0x23caBc37c1415A95E4c2BB8f5246c78C8Dc3FDeF,7142
0x6B30dA779358302a536eD57902E41870D091d34c,7142
0x3940349FEBb8183E599836b0667B7B4Bba9722da,10000
0xfdd5F195f49E44449e7c7d4578344fafB8Ba97cD,10000
0x4b606aaac0905fdfa571726e170d5480d6a62aed,10000
0xeBF945BDFAF88DcB28185D6A54D2c14DB255eC97,10000
0x375c3E313B8ee85d9f0c5705F53ef543Ead5A15f,10000
0x1dadD08A92fdaFFC89634E755e8C0BE54159AFAf,10000
0x0Bf708BEa50BD3358D8890f0E1EAA8396FaF502F,10000
0x1d21f4693dBec8D5d11Ee4E3bFDFbDaB702D444C,10000
0xef1c87f9931b372ea910A91117D6a0B92cBbD508,10000
0x6049aa5Fa47C5455a2BF973A120DF571F2dFc3A1,10000
0x3A96eDD4863cb15314952E9a89a1947734287106,10000
0xc64D28A9A694e6bC4142Ea43ee2C3c910F135a11,10000
0x20F70Cc5C851aE95723290633fb1cf9eB23Bc97F,10000
0xD40B4D5a7738CFA34975CE5F09447903A93a8CF5,10000
0xd07bf38283523B0cCD553FE6bb3CFad223aE6ba2,10000
0x5D2B0A23eF13009BbF68dFfFF9177c66115DcCd4,10000
0x423FeB3d77b46a4b33f1B4ae762f416cCbd08Dc7,10000
0xe5494d9a258e18c9c96a57520e1fe29ad7a3185f,10000
0xadC5E392bA4645b8b366a9b6491c4E1b3562EEB3,10000
0xA7a5f637EE7e6b5B9630E15AB7F36986CD869aE2,10000
0x1668b2d37b3da5Cb608417fAf24227B4860B15dF,10000
0x3C5790Dd39819D2f0D99E34b5F6675caD2Ed9D75,10000
0xa5cb44aa449eA8871F69a5F04A754FC26Ee0988e,10000
0x4878406bB236b16573F2509073143618F3ED5889,10000
0x13522718B0530dC00057A4B0b0E4474eEB4B6416,10000
0xe798d175a3697c7bb6c61bf3429c85828c92da69,10000
0x3276b086b5f734e95912264A04E119F75fFA6931,10000
0x7f8bd3c2dab0fa4326e4528fb99290f0dc7518e4,10000
0x105Add4cb1d3fBFB50fD203eac159D570FcAad45,10000
0xb54f575a4e8D3A592B1bff8c9c944E542ebBAb1E,10000
0x3187C1A1C7034080660F0812C6DeF15941e7E9f3,10000
0x476FCB0E77bAEF581b0552A7062DEc1432e84ddE,10000
0x8dfbB09cb3754bFBf9Ef5C5B08244C2FCd6Bd9E4,10000
0xff5a2ad20f898b1536873c641f30c9948be10c98,10000
0x559290b5D78618F42F15EaD9F1E592a63d27702b,10000
0x65A5B1b7196df89e09C66A1311ed078Adc110D35,10000
0x621FF3057dAC65fAF8baBD570218e34B8B41Bc85,10000
0x6c0274EC426c8427D086bE3583FE9fcCc412B67f,10000
0xe1073c4ec70685bb9c790f42a3dc29c9c3e04245,10000
0x2247034a104B9E77C1128D02cFa9CD3E8F7F75e3,10000
0xEd0C2B01716C5279AB67bda24b0BDba05225307f,5000
0x98cE1fb61912Cf8767Bd5A2f7430f9BBa25bC3b4,5000
0x9bdf9fa68b2ebF80851B3158023d84111F2ef9B1,5000
0x25F5a19Ab90e81Abb0969533f8c41C1483995ae0,5000
0xaF6E6F251B9d42b727856E2393d119404C58c9C9,5000
0xaE6C1e0F51AbDA73689A93e18de8c170a12684c6,5000
0x9841b5f1318F3DfEA22cc971ae78d7CcC69f72Bb,5000
0xa7a8c7af341e620005ca4d179a89c2bbd9c2cf1c,5000
0xcd759dc231059c30A27C3e6D0cEbaF11f9Ab836a,5000
0xe851b1f4f99c1f758d74d9b29852d2ad80a3138a,5000
0x5F56Da69DCAc80e6C40A8C6579daC5a1322366fC,5000
0x7edf3f38b0a2f0bf6d2b9b49addfe0577e8923ed,5000
0xaeae6477724fd69948f0506a09052f07d430dc26,5000
0x59752b4b98461c38d2e0c322b65c15bf455e2f27,5000
0x8477b7B6956877FEf1Fc77007CFf538607d4Af68,5000
0xadf56bc1f4c04dbb6e92351ae5576d04ca3e135b,5000
0x79c7e072cac8db3d2ac92453330c4139f0784e68,5000
0x96dc895b52ba3443be0194b75e499f5cedbc039b,5000
0xce34d874679380c51ca3f2a5b0a1cdbba87dfbe4,5000
0x2ac1705229665cE099C5F355145EAbbDd7eA3D72,5000
